"id","area_cels","ugs_coverage","hive1","hive2","hive3","hive4"
4,56293.5302894358,51.5376974710407,0.515376974710407,2.06150789884163,3.86532731032805,5.15376974710407
5,39876.9041924924,36.1490169552657,0.361490169552657,1.44596067821063,2.71117627164493,3.61490169552657
6,149103.588165929,19.7924990090129,0.197924990090129,0.791699960360516,1.48443742567597,1.97924990090129
7,392844.844682708,41.9328947015169,0.419328947015169,1.67731578806068,3.14496710261377,4.19328947015169
8,595574.139648646,45.2201797527471,0.452201797527471,1.80880719010989,3.39151348145603,4.52201797527471
9,924181.25294897,50.281088771104,0.50281088771104,2.01124355084416,3.7710816578328,5.0281088771104
10,916654.866434157,34.1525456340575,0.341525456340575,1.3661018253623,2.56144092255431,3.41525456340575
11,296849.225975245,21.3514158344134,0.213514158344134,0.854056633376535,1.601356187581,2.13514158344134
13,227374.117146276,15.4293879043546,0.154293879043546,0.617175516174186,1.1572040928266,1.54293879043546
14,502486.824575722,57.9411240014457,0.579411240014457,2.31764496005783,4.34558430010843,5.79411240014457
15,843935.126724213,63.7478372293555,0.637478372293555,2.54991348917422,4.78108779220166,6.37478372293555
16,228431.224494308,15.2601969586713,0.152601969586713,0.610407878346851,1.14451477190035,1.52601969586713
19,24594.9446981993,22.0975399487118,0.220975399487118,0.883901597948471,1.65731549615338,2.20975399487118
20,853907.942112334,68.7992744530399,0.687992744530399,2.7519709781216,5.15994558397799,6.87992744530399
21,838606.560609793,59.143073292331,0.59143073292331,2.36572293169324,4.43573049692482,5.9143073292331
22,962136.027171522,79.3212556482188,0.793212556482188,3.17285022592875,5.94909417361641,7.93212556482188
23,1e+06,68.7742842541984,0.687742842541984,2.75097137016793,5.15807131906488,6.87742842541984
24,1e+06,46.2452229660463,0.462452229660463,1.84980891864185,3.46839172245347,4.62452229660463
25,1e+06,43.431604946534,0.43431604946534,1.73726419786136,3.25737037099005,4.3431604946534
26,1e+06,41.0603371430722,0.410603371430722,1.64241348572289,3.07952528573041,4.10603371430722
27,994734.936623497,9.51459464478712,0.0951459464478712,0.380583785791485,0.713594598359034,0.951459464478712
28,761954.434448272,24.7527696401471,0.247527696401471,0.990110785605886,1.85645772301104,2.47527696401471
29,969403.77527076,36.6825765331542,0.366825765331542,1.46730306132617,2.75119323998657,3.66825765331542
30,1e+06,60.152529522295,0.60152529522295,2.4061011808918,4.51143971417213,6.0152529522295
31,1e+06,60.3072337601733,0.603072337601733,2.41228935040693,4.523042532013,6.03072337601733
32,456892.62821787,23.2985548937996,0.232985548937996,0.931942195751983,1.74739161703497,2.32985548937996
33,419222.063386632,24.9824902469986,0.249824902469986,0.999299609879944,1.87368676852489,2.49824902469986
34,474955.471793339,68.7922306688617,0.687922306688618,2.75168922675447,5.15941730016463,6.87922306688617
35,858290.90686509,52.7689979424947,0.527689979424947,2.11075991769979,3.9576748456871,5.27689979424947
36,1e+06,67.6446138784106,0.676446138784106,2.70578455513643,5.0733460408808,6.76446138784106
37,1e+06,68.7162558284445,0.687162558284445,2.74865023313778,5.15371918713334,6.87162558284445
38,1e+06,71.528122668548,0.71528122668548,2.86112490674192,5.3646092001411,7.1528122668548
39,1e+06,67.7524548452712,0.677524548452712,2.71009819381085,5.08143411339534,6.77524548452712
40,1e+06,64.8535831411766,0.648535831411766,2.59414332564706,4.86401873558825,6.48535831411766
41,1e+06,72.6574254576098,0.726574254576098,2.90629701830439,5.44930690932073,7.26574254576098
42,1e+06,73.3207322436026,0.733207322436026,2.9328292897441,5.4990549182702,7.33207322436026
43,1e+06,49.1371727314502,0.491371727314502,1.96548690925801,3.68528795485877,4.91371727314502
44,1e+06,51.9143194067843,0.519143194067842,2.07657277627137,3.89357395550882,5.19143194067842
45,1e+06,34.5595530789792,0.345595530789792,1.38238212315917,2.59196648092344,3.45595530789792
46,1e+06,33.1111198549838,0.331111198549839,1.32444479419935,2.48333398912379,3.31111198549839
47,1e+06,65.7924537354421,0.657924537354421,2.63169814941768,4.93443403015816,6.57924537354421
48,533338.713836351,38.7827904851789,0.387827904851789,1.55131161940715,2.90870928638841,3.87827904851788
49,935596.520404986,33.8054130467519,0.338054130467519,1.35221652187008,2.53540597850639,3.38054130467519
50,1e+06,46.9122442144618,0.469122442144618,1.87648976857847,3.51841831608463,4.69122442144618
51,1e+06,40.420481379196,0.40420481379196,1.61681925516784,3.0315361034397,4.0420481379196
52,1e+06,41.7796377989526,0.417796377989526,1.6711855119581,3.13347283492144,4.17796377989526
53,1e+06,62.23455724837,0.6223455724837,2.4893822899348,4.66759179362775,6.22345572483701
54,1e+06,65.1596399425786,0.651596399425786,2.60638559770314,4.88697299569339,6.51596399425786
55,1e+06,58.1134410159735,0.581134410159735,2.32453764063894,4.35850807619802,5.81134410159735
56,1e+06,55.5893764078899,0.555893764078899,2.22357505631559,4.16920323059174,5.55893764078899
57,1e+06,68.3368004235858,0.683368004235858,2.73347201694343,5.12526003176893,6.83368004235858
58,1e+06,6.63664752305062,0.0663664752305062,0.265465900922025,0.497748564228796,0.663664752305062
59,1e+06,42.1659630228427,0.421659630228427,1.68663852091371,3.1624472267132,4.21659630228427
60,1e+06,59.2281154590286,0.592281154590286,2.36912461836115,4.44210865942715,5.92281154590286
61,1e+06,52.7705704624346,0.527705704624346,2.11082281849738,3.95779278468259,5.27705704624346
62,909608.530472338,49.1824142012186,0.491824142012186,1.96729656804874,3.6886810650914,4.91824142012186
63,553430.917203948,65.6189508909356,0.656189508909355,2.62475803563742,4.92142131682017,6.56189508909355
64,58279.1052245204,55.7562477879763,0.557562477879763,2.23024991151905,4.18171858409822,5.57562477879763
65,815615.781255364,42.7190021623562,0.427190021623562,1.70876008649425,3.20392516217672,4.27190021623562
66,970839.691045954,37.6870767280172,0.376870767280172,1.50748306912069,2.82653075460129,3.76870767280172
67,1e+06,30.9157844827157,0.309157844827157,1.23663137930863,2.31868383620368,3.09157844827157
68,1e+06,62.3939488574717,0.623939488574717,2.49575795429887,4.67954616431038,6.23939488574717
69,1e+06,66.2866643071257,0.662866643071257,2.65146657228503,4.97149982303443,6.62866643071257
70,1e+06,58.5083584911397,0.585083584911397,2.34033433964559,4.38812688683548,5.85083584911397
71,1e+06,60.0365171058401,0.600365171058401,2.40146068423361,4.50273878293801,6.00365171058401
72,1e+06,60.3496713900552,0.603496713900552,2.41398685560221,4.52622535425414,6.03496713900553
73,1e+06,49.9945710040123,0.499945710040123,1.99978284016049,3.74959282530092,4.99945710040122
74,1e+06,58.3730646565121,0.583730646565121,2.33492258626048,4.37797984923841,5.83730646565121
75,1e+06,59.6261452527806,0.596261452527806,2.38504581011122,4.47196089395854,5.96261452527806
76,1e+06,70.0500472003072,0.700500472003073,2.80200188801229,5.25375354002304,7.00500472003072
77,1e+06,59.6377873959513,0.596377873959513,2.38551149583805,4.47283405469635,5.96377873959513
78,828092.068877538,66.7288881143016,0.667288881143016,2.66915552457206,5.00466660857262,6.67288881143016
84,1e+06,22.0793785937623,0.220793785937623,0.88317514375049,1.65595339453217,2.20793785937623
85,1e+06,60.9184616456069,0.609184616456069,2.43673846582428,4.56888462342052,6.09184616456069
86,1e+06,53.9646708403057,0.539646708403057,2.15858683361223,4.04735031302293,5.39646708403057
87,1e+06,66.6064271405572,0.666064271405572,2.66425708562229,4.99548203554179,6.66064271405572
88,1e+06,57.2591206850154,0.572591206850154,2.29036482740062,4.29443405137616,5.72591206850154
89,1e+06,52.1221970221488,0.521221970221488,2.08488788088595,3.90916477666116,5.21221970221488
90,1e+06,47.4120083056128,0.474120083056128,1.89648033222451,3.55590062292096,4.74120083056127
91,1e+06,50.8013303100734,0.508013303100734,2.03205321240293,3.8100997732555,5.08013303100734
92,662402.558126315,57.3828508874828,0.573828508874828,2.29531403549931,4.30371381656121,5.73828508874828
93,460908.865130715,56.9244582428539,0.569244582428539,2.27697832971416,4.26933436821404,5.69244582428539
94,148292.023300815,92.5636225690968,0.925636225690968,3.70254490276387,6.94227169268226,9.25636225690968
98,514535.298447255,1.76152656770152,0.0176152656770152,0.0704610627080609,0.132114492577614,0.176152656770152
99,1e+06,0.387055473643355,0.00387055473643355,0.0154822189457342,0.0290291605232516,0.0387055473643355
101,1e+06,0.0181095546153243,0.000181095546153243,0.000724382184612972,0.00135821659614932,0.00181095546153243
102,1e+06,9.1539660693627,0.091539660693627,0.366158642774508,0.686547455202203,0.91539660693627
103,1e+06,40.629883005959,0.40629883005959,1.62519532023836,3.04724122544692,4.0629883005959
104,1e+06,61.0483554558988,0.610483554558988,2.44193421823595,4.57862665919241,6.10483554558988
105,1e+06,77.1749110565979,0.771749110565979,3.08699644226391,5.78811832924484,7.71749110565979
106,1e+06,83.4658475017472,0.834658475017472,3.33863390006989,6.25993856263104,8.34658475017472
107,1e+06,92.1295077830987,0.921295077830987,3.68518031132395,6.90971308373241,9.21295077830987
108,305812.009404063,45.3776930694865,0.453776930694865,1.81510772277946,3.40332698021149,4.53776930694865
114,79753.2662953734,1.92609637340616,0.0192609637340616,0.0770438549362465,0.144457228005462,0.192609637340616
115,681671.125432406,0.0367759915621127,0.000367759915621127,0.00147103966248451,0.00275819936715845,0.00367759915621127
119,1e+06,3.1046913388498,0.031046913388498,0.124187653553992,0.232851850413735,0.31046913388498
120,1e+06,82.5980914451056,0.825980914451056,3.30392365780422,6.19485685838292,8.25980914451056
121,1e+06,107.43566724747,1.0743566724747,4.29742668989878,8.05767504356021,10.743566724747
122,1e+06,73.9307244552331,0.739307244552331,2.95722897820933,5.54480433414249,7.39307244552331
123,1e+06,94.0908530415626,0.940908530415626,3.7636341216625,7.0568139781172,9.40908530415626
124,811085.45821375,50.7436773863211,0.507436773863211,2.02974709545285,3.80577580397408,5.07436773863211
125,2012.88522710651,20.7962327666616,0.207962327666616,0.831849310666466,1.55971745749962,2.07962327666616
135,1e+06,0.132186110735196,0.00132186110735196,0.00528744442940783,0.00991395830513968,0.0132186110735196
136,1e+06,17.3267886516426,0.173267886516426,0.693071546065705,1.2995091488732,1.73267886516426
137,1e+06,42.8931690005973,0.428931690005973,1.71572676002389,3.2169876750448,4.28931690005973
138,991689.402170747,30.1141435043427,0.301141435043427,1.20456574017371,2.2585607628257,3.01141435043427
139,1e+06,53.7919151576074,0.537919151576074,2.1516766063043,4.03439363682056,5.37919151576074
140,704707.925174878,25.1936200882209,0.251936200882209,1.00774480352884,1.88952150661657,2.51936200882209
